English,Farsi,Source
"Supported Image Files
","پشتیبانی از پرونده‌های تصویر
",Ubuntu
"The document contains no pages
","سند هیچ صفحه‌ای ندارد
",Ubuntu
"The document contains only empty pages
","سند تنها صفحه‌های خالی دارد
",Ubuntu
"Unable to open document “%s”.
","باز کردن سند «%s» ممکن نیست
",Ubuntu
"Loading document from “%s”
","در حال بار کردن سند از «%s»
",Ubuntu
"Downloading document (%d%%)
","در حال بارگیری سند (٪%Id)
",Ubuntu
"Failed to load remote file.
","بار کردن سند شکست خورد.
",Ubuntu
"Reloading document from %s
","در حال بار کردن مجدد سند از %s
",Ubuntu
"Failed to reload document.
","بار کردن مجدد سند شکست خورد.
",Ubuntu
"Saving document to %s
","درحال ذخیره‌ی سند در %s
",Ubuntu
"Saving attachment to %s
","درحال ذخیره‌ی پیوست در %s
",Ubuntu
"Saving image to %s
","درحال ذخیره‌ی تصویر در %s
",Ubuntu
"The file could not be saved as “%s”.
","پرونده با نام «%s» قابل ذخیره نیست.
",Ubuntu
"Uploading document (%d%%)
","در حال بارگذاری سند (٪%Id)
",Ubuntu
"Uploading attachment (%d%%)
","در حال بارگذاری پیوست (٪%Id)
",Ubuntu
"Uploading image (%d%%)
","بارگذاری تصویری (٪%Id)
",Ubuntu
"Save a Copy
","ذخیره‌ی یک رونوشت
",Ubuntu
"Could not send current document
","نمی‌توان سند فعلی را ارسال کرد
",Ubuntu
"Could not open the containing folder
","نمی‌توان پوشه‌ی حاوی پرونده را باز کرد
",Ubuntu
"Printing job “%s”
","در حال چاپ «%s»
",Ubuntu
"Document contains form fields that have been filled out. If you don't save a copy, changes will be permanently lost.
","سند دارای فیلدهایی است که پُر شده‌اند. اگر یک رونوشت ذخیره نکنید، تغییرات برای همیشه پاک خواهند شد.
",Ubuntu
"Document contains new or modified annotations. If you don't save a copy, changes will be permanently lost.
","سند دارای حاشیه‌نویسی‌های جدید یا دست‌کاری شده است. اگر یک رونوشت ذخیره نکنید، تغییرات برای همیشه پاک خواهند شد.
",Ubuntu
"Save a copy of document “%s” before closing?
","قبل از بستن، یک رونوشت از سند «%s» ذخیره شود؟
",Ubuntu
"Close _without Saving
","بستن _بدون ذخیره کردن
",Ubuntu
"Save a _Copy
","ذخیره‌ی یک _رونوشت
",Ubuntu
"Wait until print job “%s” finishes before closing?
","قبل از بستن، تا پایان کار چاپ «%s» منتظر شوم؟
",Ubuntu
"If you close the window, pending print jobs will not be printed.
","اگر پنجره را ببندید، کارهای در انتظارچاپ، چاپ نخواهند شد.
",Ubuntu
"Cancel _print and Close
","لغو _چاپ و بستن
",Ubuntu
"Close _after Printing
","بستن _بعد از چاپ
",Ubuntu
"Running in presentation mode
","در حال اجرا در حالت ارائه%d hit(s) on this page
",Ubuntu
"Not found
","پیدا نشد
",Ubuntu
"%3d%% remaining to search
","٪%I3d از جستجو باقی مانده
",Ubuntu
"Enable caret navigation?
","فعال‌سازی حالت پیمایش مکان‌نما؟
",Ubuntu
"_Enable
","_فعال‌سازی
",Ubuntu
"Pressing F7 turns the caret navigation on or off. This feature places a moveable cursor in text pages, allowing you to move around and select text with your keyboard. Do you want to enable the caret navigation on?
","فشردن کلید F7 حالت پیمایش مکان‌نما را روشن یا خاموش می‌کند. این امکان یک مکان‌نمای قابل حرکت را در صفحات متنی قرار می‌دهد، که به شما اجازه می‌دهد در سند حرکت کنید و با کیبورد متن‌ها را انتخاب کنید. آیا مایلید که حالت پیمایش مکان‌نما را فعال کنید.
",Ubuntu
"Don't show this message again
","این پیام را دوباره نشان نده
",Ubuntu
"_Automatic
","_خودکار
",Ubuntu
"Zoom
","زوم
",Ubuntu
"Adjust the zoom level
","تنظیم سطح زوم
",Ubuntu
"History
","تاریخچه
",Ubuntu
"_Open…
","_باز کردن...
",Ubuntu
"Open an existing document
","باز کردن یک سند موجود
",Ubuntu
"Unable to launch external application.
","راه‌انداختن برنامه‌ی خارجی ممکن نیست.
",Ubuntu
"Unable to open external link
","بازکردن پیوند خارجی ممکن نیست
",Ubuntu
"Couldn't find appropriate format to save image
","قالب مناسب برای ذخیره‌ی عکس یافت نشد
",Ubuntu
"The image could not be saved.
","تصویر ذخیره نشد.
",Ubuntu
"Save Image
","ذخیره‌ی تصویر
",Ubuntu
"Unable to open attachment
","بازکردن پیوست ممکن نیست
",Ubuntu
"The attachment could not be saved.
","پیوست ذخیره نشد.
",Ubuntu
"Save Attachment
","ذخیره‌ی پیوست
",Ubuntu
"%s — Password Required
","%s — گذرواژه لازم است
",Ubuntu
"GNOME Document Viewer
","نمایشگر سند گنوم
",Ubuntu
"The page label of the document to display.
","برچسب صفحه‌ی سند که نمایش‌داده شود.
",Ubuntu
"PAGE
","PAGE
",Ubuntu
"The page number of the document to display.
","شماره‌ی صفحه‌ی سند که نمایش‌داده شود.
",Ubuntu
"NUMBER
","NUMBER
",Ubuntu
"Named destination to display.
","مقصد نامگذاری شده جهت نمایش.
",Ubuntu
"DEST
","DEST
",Ubuntu
"Run evince in fullscreen mode
","اجرای اوینس در حالت تمام صفحه
",Ubuntu
"Run evince in presentation mode
","اجرای اوینس در حالت ارائه
",Ubuntu
"Run evince as a previewer
","اجرای اوینس به عنوان یک پیش‌نمایش‌‌گر
",Ubuntu
"The word or phrase to find in the document
","کلمه یا عبارتی که در سند پیدا شود
",Ubuntu
"STRING
","STRING
",Ubuntu
"[FILE…]
","[FILE…]
",Ubuntu
"_Open
","گشودن
",Ubuntu
"_About
","_درباره
",Ubuntu
"_Help
","_راهنما
",Ubuntu
"_Continuous
","_پیوسته
",Ubuntu
"_Dual
","_دوتایی
",Ubuntu
"Side _Pane
","_قاب کناری
",Ubuntu
"_Fullscreen
","_تمام‌صفحه
",Ubuntu
"Pre_sentation
","ا_رائه
",Ubuntu
"Rotate _Left
","چرخش به _چپ
",Ubuntu
"Rotate _Right
","چرخش به _راست
",Ubuntu
"Zoom _In
","بزرگ‌نمایی
",Ubuntu
"Zoom _Out
","کوچک‌نمایی
",Ubuntu
"_Odd Pages Left
","صفحات _فرد در چپ
",Ubuntu
"_Inverted Colors
","رنگ‌های _وارونه
",Ubuntu
"_Reload
","_بازخوانی
",Ubuntu
"Op_en a Copy
","بازکردن یک _رونوشت
",Ubuntu
"_Recent
","_اخیر
",Ubuntu
"_Save a Copy…
","_ذخیره‌ی یک رونوشت...
",Ubuntu
"Send _To…
","ارسال _به...
",Ubuntu
"Open Containing _Folder
","باز کردن _پوشه‌ی محتوی آن
",Ubuntu
"_Print…
","_چاپ...
",Ubuntu
"P_roperties…
","ویژگی‌ها…
",Ubuntu
"_Copy
","رونوشت
",Ubuntu
"Select _All
","انتخاب _همه
",Ubuntu
"Save Current Settings as _Default
","ذخیره‌ی حالات جاری به عنوان _پیش‌فرض
",Ubuntu
"_First Page
","صفحه‌ی _اول
",Ubuntu
"_Last Page
","آ_خرین صفحه
",Ubuntu
"_Add Bookmark
","_اضافه‌کردن نشانک
",Ubuntu
"_Close
","بستن
",Ubuntu
"_File
","_پرونده
",Ubuntu
"_Edit
","_ویرایش
",Ubuntu
"_Find
","یافتن
",Ubuntu
"_View
","_نما
",Ubuntu
"_Go
","_رفتن
",Ubuntu
"_Bookmarks
","_نشانک‌ها
",Ubuntu
"Find a word or phrase in the document
","پیدا کردن یک کلمه یا عبارت در سند
",Ubuntu
"Failed to authenticate with LDAP server.
","تأیید هویت با کارگزار LDAP شکست خورد.
",Ubuntu
"Check to make sure your password is spelled correctly and that you are using a supported login method. Remember that many passwords are case sensitive; your caps lock might be on.
","بررسی کنید که گذرواژه‌تان درست هجی شده باشد و از روش ورودتان به سیستم پشتیبانی شده باشد. به یاد داشته باشید بسیاری از گذرواژه‌ها به کوچکی و بزرگی حروف حساسند؛ ممکن است قفل تبدیل‌تان روشن باشد.
",Ubuntu
"This LDAP server may use an older version of LDAP, which does not support this functionality or it may be misconfigured. Ask your administrator for supported search bases.
","این کارگزار LDAP ممکن است نسخه‌ی قدیمی‌تری از LDAP را به کار ببرد، که از این امکانات پشتیبانی نمی‌کند یا شاید غلط پیکربندی شده باشد.
",Ubuntu
"This server does not support LDAPv3 schema information.
","این کارگزار از اطلاعات شمای LDAPv3 پشتیبانی نمی‌کند.
",Ubuntu
"Could not get schema information for LDAP server.
","دسترسی به اطلاعات شما برای کارگزار LDAP ممکن نیست.
",Ubuntu
"LDAP server did not respond with valid schema information.
","کارگزار LDAP با اطلاعات شمای معتبری پاسخ نداد.
",Ubuntu
"Delete address book '{0}'?
","دفترچه‌ی نشانی «{0}» حذف شود؟
",Ubuntu
"This address book will be removed permanently.
","این دفترچه‌ی نشانی برای همیشه حذف خواهد شد.
",Ubuntu
"Category editor not available.
","ویرایش‌گر مقوله موجود نیست.
",Ubuntu
"Unable to perform search.
","انجام جستجو ممکن نیست.
",Ubuntu
"Would you like to save your changes?
","آیا می‌خواهید تغییراتتان را ذخیره کنید؟
",Ubuntu
"You have made modifications to this contact. Do you want to save these changes?
","شما در این آشنا تغییراتی داده‌اید. آیا می‌خواهید آنها را ذخیره کنید؟
",Ubuntu
"_Discard
","_دور انداختن
",Ubuntu
"Cannot move contact.
","نمی‌توان آشنا را جابه‌جا کرد.
",Ubuntu
"The image you have selected is large. Do you want to resize and store it?
","تصویری که انتخاب کرده‌اید بزرگ است. آیا مایلید اندازه‌ی آن را تغییر داده و ذخیره کنید؟
",Ubuntu
"Unable to save {0}.
","ذخیره‌ی {0} ممکن نیست.
",Ubuntu
"Error saving {0} to {1}: {2}
","خطا در ذخیره‌ی {0} در {1}: {2}‏
",Ubuntu
"Address '{0}' already exists.
","نشانی «{0}» از قبل وجود دارد.
",Ubuntu
"A contact already exists with this address. Would you like to add a new card with the same address anyway?
","آشنایی با همین نشانی از قبل وجود دارد. آیا می‌خواهید با این وجود یک کارت جدید با همان نشانی اضافه کنید؟
",Ubuntu
"_Add
","ا_ضافه شود
",Ubuntu
"Contact Editor
","ویرایش‌گر آشنا
",Ubuntu
"Image
","تصویر
",Ubuntu
"_File under:
","پرونده به نام:
",Ubuntu
"_Where:
","_در:
",Ubuntu
"Ca_tegories...
","م_قولات...
",Ubuntu
"Full _Name...
","_نام و نام خانوادگی...
",Ubuntu
"_Wants to receive HTML mail
","_می‌خواهد نامه‌ی HTML دریافت کند
",Ubuntu
"Email
","پست الکترونیکی
",Ubuntu
"Telephone
","تلفن
",Ubuntu
"Contact
","آشنا
",Ubuntu
"_Home Page:
","_صفحه‌ی آغازه
",Ubuntu
"_Calendar:
","ت_قویم:
",Ubuntu
"_Free/Busy:
","آ_زاد/مشغول
",Ubuntu
"_Video Chat:
","_گپ تصویری:
",Ubuntu
"_Profession:
","_حرفه:Job
",Ubuntu
"_Company:
","ش_رکت:
",Ubuntu
"_Department:
","_بخش:
",Ubuntu
"_Manager:
","_مدیر:
",Ubuntu
"_Assistant:
","_دستیار:
",Ubuntu
"_Office:
","_دفتر:
",Ubuntu
"_Spouse:
","_همسر:
",Ubuntu
"_Birthday:
","روز _تولد:
",Ubuntu
"_Anniversary:
","_سالگرد ازدواج:
",Ubuntu
"Anniversary
","سالگرد ازدواج
",Ubuntu
"Personal Information
","اطلاعات شخصی
",Ubuntu
"_City:
","_شهر:
",Ubuntu
"_Zip/Postal Code:
","_کد پستی:
",Ubuntu
"_State/Province:
","اس_تان/ایالت:
",Ubuntu
"_Country:
","_کشور:
",Ubuntu
"_PO Box:
","_صندوق پستی:
",Ubuntu
"_Address:
","_نشانی:
",Ubuntu
"Home
","منزل
",Ubuntu
"Work
","کاری
",Ubuntu
"Other
","بقیه
",Ubuntu
"Mailing Address
","نشانی پستی
",Ubuntu
"AIM
","AIM
",Ubuntu
"Jabber
","Jabber
",Ubuntu
"Yahoo
","Yahoo
",Ubuntu
"MSN
","MSN
",Ubuntu
"ICQ
","ICQ
",Ubuntu
"GroupWise
","GroupWise
",Ubuntu
"Error adding contact
","خطا در اضافه کردن آشنا
",Ubuntu
"Error modifying contact
","خطا در تغییر دادن آشنا
",Ubuntu
"Error removing contact
","خطا در حذف آشنا
",Ubuntu
"Contact Editor - %s
","ویرایش‌گر آشنا ـ %s
",Ubuntu
"Please select an image for this contact
","لطفاً تصویری برای این آشنا انتخاب کنید
",Ubuntu
"The contact data is invalid:
","داده‌های آشنا نامعتبر است:
",Ubuntu
"Invalid contact.
","آشنای نامعتبر.
",Ubuntu
"Contact Quick-Add
","اضافه کردن سریع آشنا
",Ubuntu
"_Edit Full
","_ویرایش کامل
",Ubuntu
"_Full name
","_نام و نام خانوادگی
",Ubuntu
"_Select Address Book
","_انتخاب دفترچه‌ی نشانی
",Ubuntu
"Mr.
","آقای
",Ubuntu
"Mrs.
","خانم
",Ubuntu
"Ms.
","خانم
",Ubuntu
"Dr.
","دکتر
",Ubuntu
"I
","الف
",Ubuntu
"II
","ب
",Ubuntu
"III
","ج
",Ubuntu
"Esq.
","Esq.
",Ubuntu
"Full Name
","نام کامل
",Ubuntu
"_First:
","_کوچک:FullName
",Ubuntu
"_Middle:
","_میانی:
",Ubuntu
"_Last:
","_خانوادگی:
",Ubuntu
"_Suffix:
","_پسوند:
",Ubuntu
"Contact List Editor
","ویرایش‌گر فهرست آشنا
",Ubuntu
"_List name:
","نام _فهرست:
",Ubuntu
"Members
","اعضا
",Ubuntu
"_Type an email address or drag a contact into the list below:
","یک نشانی پست الکترونیکی تایپ کنید یا یک آشنا را توی فهرست زیر بکشید.:
",Ubuntu
