English,Persian,Source
it offers support in life planning and help in finding the right services,کاراگاه کارهای جوانان به جوانها در برنامه ریزی برای زندگیشان و پیدا کردن خدمات درست و واقعی کمک کرده و از انها حمایت میکند,infopankki
workers can accompany young people for example when visiting authorities and help them to go through the formalities,کارکنان این اژانس میتوانند همراه با جوانها مثلا به ادارات رفته و به انها در انجام دادن کارهای اداریشان کمک کنند,infopankki
joint email etsivat,ایمیل مشترک,infopankki
outreach youth workfinnish,بازرس امور نوجوانان فنلاندی,infopankki
childrens and young peoples problems,خدمات نوجوانانفنلاندی سویدی انگلیسی,infopankki
if you have financial problems you can seek advice from financial and debt counselling or from the citys information and appointment booking of income support,در صورت داشتن مشکلات اقتصادی میتوانید از باجه اطلاعات مشاورات امور اقتصادی و بدهکاری یا از باجه اطلاعات یارانه امرار معاش شهرداری تقاضای مشاوره و راهنمایی کنید,infopankki
financial and debt counselling,باجه اطلاعات امور اقتصادی و بدهکاری,infopankki
tel 02 330 044 from monday to friday 1000 1100 am,تلفن 044 330 02 از ساعت 11 10 دوشنبه تا جمعه,infopankki
financial and debt counsellingfinnish,ارباب رجوع جدید از طریق کشیک تلفنی و ایمیل,infopankki
city of turku information and appointment booking of income support,باجه اطلاعات یارانه امرار معاش شهرداری تورکو بخش اطلاعات,infopankki
information point open on weekdays 900 am 300 pm except thursdays 900 am 200 pm,بخش اطلاعات در روزهای غیر تعطیلی از ساعت 00 15 00 9 باز میباشد بجز پنجشنبه ها از ساعت 00 14 00 9,infopankki
the customer information telephone number is 02 262 5001,شماره تلفن مشاورات ارباب رجوع 5001 262 02 است,infopankki
if necessary the information point will also help in filling in the income support application form,بخش اطلاعات در صورت نیاز همچنین در پر کردن و تکمیل فرم درخواست یارانه امرار معاش کمک میکند,infopankki
toimeentulotukifinnish swedish english,یارانهفنلاندی سویدی انگلیسی,infopankki
homelessness,بی خانمانی,infopankki
you can find information on searching for an apartment at the infofinland website housing,اطلاعات در باره جستجوی مسکن را ازصفحه بانک اطلاعات پیدا میکنید مسکن و اسکان,infopankki
if you become homeless contact your social worker or the social services office of housing and substance abuse services,در صورت از دست دادن مسکن و بی خانمان شدن با مددکار اجتماعی خودتان یا با مددکار اجتماعی واحد مددکاری مربوط به خدمات مسکن و سوا مصرف مواد نشیگی اور تماس گیرید,infopankki
you can seek temporary accommodation through a social worker,میتوانید از طریق مددکار اجتماعی تقاضای محل اسکان موقت کنید,infopankki
homeless turku residents can get guidance and advice in problems concerning homelessness at the social services office of housing and substance abuse services,بی خانمانهای تورکو راهنمایی و مشاوره درباره مشکلات مربوط به بی خانمانی را در واحد امور مددکاری اجتماعی مربوط به خدمات بی خانمانی و سوا مصرف مواد نشیگی اور دریافت میکنند,infopankki
they will also evaluate housing services suitable for the customer and provide services concerning income and substance abuse treatment,در انجا همچنین خدمات مناسب برای شحص مراجعه کننده ارزیابی میشود در این واحد همچنین خدمات مربوط به یارانه امرار معاش ودرمان سوا مصرف مواد عرضه و ارایه میشود,infopankki
